,numint,nom_ls,label,path_x,path_y,gs_uri
0,15189190,15189190_1580,Not enough context elements,15189190_1580_augmented_avant283.jpg,15189190_1580_augmented_apres283.jpg,15189190_1580_aug.jpeg
1,23250187,23250187_6292,Not enough context elements,23250187_6292_augmented_avant468.jpg,23250187_6292_augmented_apres468.jpg,23250187_6292_aug.jpeg
2,23751738,23751738_7094,Not same,23751738_7094_augmented_avant828.jpg,23751738_7094_augmented_apres828.jpg,23751738_7094_aug.jpeg
3,24140287,24140287_9095,Not enough context elements,24140287_9095_augmented_avant315.jpg,24140287_9095_augmented_apres315.jpg,24140287_9095_aug.jpeg
4,21137799,21137799_4933,Not enough context elements,21137799_4933_augmented_avant137.jpg,21137799_4933_augmented_apres137.jpg,21137799_4933_aug.jpeg
5,9195653,9195653_867,Not enough context elements,9195653_867_augmented_avant177.jpg,9195653_867_augmented_apres177.jpg,9195653_867_aug.jpeg
6,23854096,23854096_8390,Not enough context elements,23854096_8390_augmented_avant162.jpg,23854096_8390_augmented_apres162.jpg,23854096_8390_aug.jpeg
7,23826481,23826481_7966,Not enough context elements,23826481_7966_augmented_avant963.jpg,23826481_7966_augmented_apres963.jpg,23826481_7966_aug.jpeg
8,23251981,23251981_6328,Not enough context elements,23251981_6328_augmented_avant417.jpg,23251981_6328_augmented_apres417.jpg,23251981_6328_aug.jpeg
9,24459035,24459035_9723,Not enough context elements,24459035_9723_augmented_avant456.jpg,24459035_9723_augmented_apres456.jpg,24459035_9723_aug.jpeg
10,21070746,21070746_4851,Not same,21070746_4851_augmented_avant437.jpg,21070746_4851_augmented_apres437.jpg,21070746_4851_aug.jpeg
11,24644790,24644790_10714,Not enough context elements,24644790_10714_augmented_avant521.jpg,24644790_10714_augmented_apres521.jpg,24644790_10714_aug.jpeg
12,17728585,17728585_3204,Not enough context elements,17728585_3204_augmented_avant539.jpg,17728585_3204_augmented_apres539.jpg,17728585_3204_aug.jpeg
13,17675611,17675611_2223,Not enough context elements,17675611_2223_augmented_avant959.jpg,17675611_2223_augmented_apres959.jpg,17675611_2223_aug.jpeg
14,23232153,23232153_5947,Not enough context elements,23232153_5947_augmented_avant322.jpg,23232153_5947_augmented_apres322.jpg,23232153_5947_aug.jpeg
15,17711683,17711683_2940,Not same,17711683_2940_augmented_avant674.jpg,17711683_2940_augmented_apres674.jpg,17711683_2940_aug.jpeg
16,24241041,24241041_9278,Not same,24241041_9278_augmented_avant343.jpg,24241041_9278_augmented_apres343.jpg,24241041_9278_aug.jpeg
17,29458743,29458743_10831,Not enough context elements,29458743_10831_augmented_avant395.jpg,29458743_10831_augmented_apres395.jpg,29458743_10831_aug.jpeg
18,17685134,17685134_2401,Not same,17685134_2401_augmented_avant830.jpg,17685134_2401_augmented_apres830.jpg,17685134_2401_aug.jpeg
19,23264142,23264142_6602,Not enough context elements,23264142_6602_augmented_avant955.jpg,23264142_6602_augmented_apres955.jpg,23264142_6602_aug.jpeg
20,17983551,17983551_3433,Not enough context elements,17983551_3433_augmented_avant347.jpg,17983551_3433_augmented_apres347.jpg,17983551_3433_aug.jpeg
21,23781836,23781836_7213,Not same,23781836_7213_augmented_avant615.jpg,23781836_7213_augmented_apres615.jpg,23781836_7213_aug.jpeg
22,24620922,24620922_10346,Not enough context elements,24620922_10346_augmented_avant810.jpg,24620922_10346_augmented_apres810.jpg,24620922_10346_aug.jpeg
23,21139439,21139439_4944,Not same,21139439_4944_augmented_avant171.jpg,21139439_4944_augmented_apres171.jpg,21139439_4944_aug.jpeg
24,23798529,23798529_7395,Not enough context elements,23798529_7395_augmented_avant443.jpg,23798529_7395_augmented_apres443.jpg,23798529_7395_aug.jpeg
25,9182587,9182587_636,Not same,9182587_636_augmented_avant361.jpg,9182587_636_augmented_apres361.jpg,9182587_636_aug.jpeg
26,3151274,3151274_94,Not enough context elements,3151274_94_augmented_avant518.jpg,3151274_94_augmented_apres518.jpg,3151274_94_aug.jpeg
27,17698264,17698264_2655,Not enough context elements,17698264_2655_augmented_avant410.jpg,17698264_2655_augmented_apres410.jpg,17698264_2655_aug.jpeg
28,9195772,9195772_868,Not enough context elements,9195772_868_augmented_avant474.jpg,9195772_868_augmented_apres474.jpg,9195772_868_aug.jpeg
29,22659482,22659482_5397,Not same,22659482_5397_augmented_avant381.jpg,22659482_5397_augmented_apres381.jpg,22659482_5397_aug.jpeg
30,15153682,15153682_1352,Not enough context elements,15153682_1352_augmented_avant761.jpg,15153682_1352_augmented_apres761.jpg,15153682_1352_aug.jpeg
31,24243569,24243569_9298,Not enough context elements,24243569_9298_augmented_avant960.jpg,24243569_9298_augmented_apres960.jpg,24243569_9298_aug.jpeg
32,22619753,22619753_5260,Not enough context elements,22619753_5260_augmented_avant274.jpg,22619753_5260_augmented_apres274.jpg,22619753_5260_aug.jpeg
33,23920965,23920965_8679,Not enough context elements,23920965_8679_augmented_avant524.jpg,23920965_8679_augmented_apres524.jpg,23920965_8679_aug.jpeg
34,24230584,24230584_9223,Not same,24230584_9223_augmented_avant106.jpg,24230584_9223_augmented_apres106.jpg,24230584_9223_aug.jpeg
35,23843065,23843065_8274,Not enough context elements,23843065_8274_augmented_avant853.jpg,23843065_8274_augmented_apres853.jpg,23843065_8274_aug.jpeg
36,21155369,21155369_5012,Not enough context elements,21155369_5012_augmented_avant928.jpg,21155369_5012_augmented_apres928.jpg,21155369_5012_aug.jpeg
37,23269358,23269358_6752,Not same,23269358_6752_augmented_avant798.jpg,23269358_6752_augmented_apres798.jpg,23269358_6752_aug.jpeg
38,19947789,19947789_4698,Not same,19947789_4698_augmented_avant309.jpg,19947789_4698_augmented_apres309.jpg,19947789_4698_aug.jpeg
39,24608754,24608754_10168,Not enough context elements,24608754_10168_augmented_avant523.jpg,24608754_10168_augmented_apres523.jpg,24608754_10168_aug.jpeg
40,24176233,24176233_9110,Not enough context elements,24176233_9110_augmented_avant142.jpg,24176233_9110_augmented_apres142.jpg,24176233_9110_aug.jpeg
41,3151467,3151467_101,Not enough context elements,3151467_101_augmented_avant370.jpg,3151467_101_augmented_apres370.jpg,3151467_101_aug.jpeg
42,21161122,21161122_5054,Not enough context elements,21161122_5054_augmented_avant610.jpg,21161122_5054_augmented_apres610.jpg,21161122_5054_aug.jpeg
43,23968507,23968507_8958,Not same,23968507_8958_augmented_avant478.jpg,23968507_8958_augmented_apres478.jpg,23968507_8958_aug.jpeg
44,23905006,23905006_8625,Not enough context elements,23905006_8625_augmented_avant119.jpg,23905006_8625_augmented_apres119.jpg,23905006_8625_aug.jpeg
45,29553404,29553404_11223,Not enough context elements,29553404_11223_augmented_avant894.jpg,29553404_11223_augmented_apres894.jpg,29553404_11223_aug.jpeg
46,3153236,3153236_116,Not same,3153236_116_augmented_avant856.jpg,3153236_116_augmented_apres856.jpg,3153236_116_aug.jpeg
47,19948948,19948948_4719,Not same,19948948_4719_augmented_avant623.jpg,19948948_4719_augmented_apres623.jpg,19948948_4719_aug.jpeg
48,23942703,23942703_8776,Not same,23942703_8776_augmented_avant373.jpg,23942703_8776_augmented_apres373.jpg,23942703_8776_aug.jpeg
49,21151011,21151011_4988,Not same,21151011_4988_augmented_avant633.jpg,21151011_4988_augmented_apres633.jpg,21151011_4988_aug.jpeg
50,21086861,21086861_4860,Not enough context elements,21086861_4860_augmented_avant415.jpg,21086861_4860_augmented_apres415.jpg,21086861_4860_aug.jpeg
51,24526543,24526543_9828,Not enough context elements,24526543_9828_augmented_avant163.jpg,24526543_9828_augmented_apres163.jpg,24526543_9828_aug.jpeg
52,23771688,23771688_7156,Not same,23771688_7156_augmented_avant44.jpg,23771688_7156_augmented_apres44.jpg,23771688_7156_aug.jpeg
53,22661053,22661053_5405,Not enough context elements,22661053_5405_augmented_avant201.jpg,22661053_5405_augmented_apres201.jpg,22661053_5405_aug.jpeg
54,24267590,24267590_9523,Not enough context elements,24267590_9523_augmented_avant496.jpg,24267590_9523_augmented_apres496.jpg,24267590_9523_aug.jpeg
55,23840074,23840074_8208,Not same,23840074_8208_augmented_avant958.jpg,23840074_8208_augmented_apres958.jpg,23840074_8208_aug.jpeg
56,24594134,24594134_10047,Not enough context elements,24594134_10047_augmented_avant282.jpg,24594134_10047_augmented_apres282.jpg,24594134_10047_aug.jpeg
57,24264384,24264384_9477,Not same,24264384_9477_augmented_avant979.jpg,24264384_9477_augmented_apres979.jpg,24264384_9477_aug.jpeg
58,24534974,24534974_9856,Not enough context elements,24534974_9856_augmented_avant562.jpg,24534974_9856_augmented_apres562.jpg,24534974_9856_aug.jpeg
59,23831129,23831129_8058,Not same,23831129_8058_augmented_avant429.jpg,23831129_8058_augmented_apres429.jpg,23831129_8058_aug.jpeg
60,24638918,24638918_10647,Not enough context elements,24638918_10647_augmented_avant930.jpg,24638918_10647_augmented_apres930.jpg,24638918_10647_aug.jpeg
61,17551345,17551345_1794,Not same,17551345_1794_augmented_avant497.jpg,17551345_1794_augmented_apres497.jpg,17551345_1794_aug.jpeg
62,29546645,29546645_11168,Not same,29546645_11168_augmented_avant738.jpg,29546645_11168_augmented_apres738.jpg,29546645_11168_aug.jpeg
63,23221858,23221858_5825,Not same,23221858_5825_augmented_avant872.jpg,23221858_5825_augmented_apres872.jpg,23221858_5825_aug.jpeg
64,23243994,23243994_6150,Not enough context elements,23243994_6150_augmented_avant30.jpg,23243994_6150_augmented_apres30.jpg,23243994_6150_aug.jpeg
65,23235295,23235295_5985,Not enough context elements,23235295_5985_augmented_avant293.jpg,23235295_5985_augmented_apres293.jpg,23235295_5985_aug.jpeg
66,23814149,23814149_7697,Not enough context elements,23814149_7697_augmented_avant58.jpg,23814149_7697_augmented_apres58.jpg,23814149_7697_aug.jpeg
67,9111849,9111849_205,Not same,9111849_205_augmented_avant408.jpg,9111849_205_augmented_apres408.jpg,9111849_205_aug.jpeg
68,29567432,29567432_11361,Not same,29567432_11361_augmented_avant804.jpg,29567432_11361_augmented_apres804.jpg,29567432_11361_aug.jpeg
69,17993645,17993645_3639,Not enough context elements,17993645_3639_augmented_avant458.jpg,17993645_3639_augmented_apres458.jpg,17993645_3639_aug.jpeg
70,24267370,24267370_9517,Not enough context elements,24267370_9517_augmented_avant448.jpg,24267370_9517_augmented_apres448.jpg,24267370_9517_aug.jpeg
71,23788254,23788254_7259,Not enough context elements,23788254_7259_augmented_avant694.jpg,23788254_7259_augmented_apres694.jpg,23788254_7259_aug.jpeg
72,17689350,17689350_2497,Not enough context elements,17689350_2497_augmented_avant157.jpg,17689350_2497_augmented_apres157.jpg,17689350_2497_aug.jpeg
73,21191966,21191966_5199,Not same,21191966_5199_augmented_avant865.jpg,21191966_5199_augmented_apres865.jpg,21191966_5199_aug.jpeg
74,23843786,23843786_8284,Not enough context elements,23843786_8284_augmented_avant512.jpg,23843786_8284_augmented_apres512.jpg,23843786_8284_aug.jpeg
75,23257877,23257877_6442,Not enough context elements,23257877_6442_augmented_avant336.jpg,23257877_6442_augmented_apres336.jpg,23257877_6442_aug.jpeg
76,17675781,17675781_2228,Not enough context elements,17675781_2228_augmented_avant477.jpg,17675781_2228_augmented_apres477.jpg,17675781_2228_aug.jpeg
77,19942073,19942073_4615,Not enough context elements,19942073_4615_augmented_avant567.jpg,19942073_4615_augmented_apres567.jpg,19942073_4615_aug.jpeg
78,19947220,19947220_4683,Not same,19947220_4683_augmented_avant832.jpg,19947220_4683_augmented_apres832.jpg,19947220_4683_aug.jpeg
79,23810253,23810253_7604,Not enough context elements,23810253_7604_augmented_avant919.jpg,23810253_7604_augmented_apres919.jpg,23810253_7604_aug.jpeg
80,23254876,23254876_6385,Not same,23254876_6385_augmented_avant213.jpg,23254876_6385_augmented_apres213.jpg,23254876_6385_aug.jpeg
81,23801750,23801750_7445,Not same,23801750_7445_augmented_avant9.jpg,23801750_7445_augmented_apres9.jpg,23801750_7445_aug.jpeg
82,23963557,23963557_8916,Not enough context elements,23963557_8916_augmented_avant969.jpg,23963557_8916_augmented_apres969.jpg,23963557_8916_aug.jpeg
83,23923821,23923821_8689,Not same,23923821_8689_augmented_avant34.jpg,23923821_8689_augmented_apres34.jpg,23923821_8689_aug.jpeg
84,24635286,24635286_10597,Not enough context elements,24635286_10597_augmented_avant403.jpg,24635286_10597_augmented_apres403.jpg,24635286_10597_aug.jpeg
85,22643102,22643102_5342,Not same,22643102_5342_augmented_avant705.jpg,22643102_5342_augmented_apres705.jpg,22643102_5342_aug.jpeg
86,29556938,29556938_11261,Not enough context elements,29556938_11261_augmented_avant52.jpg,29556938_11261_augmented_apres52.jpg,29556938_11261_aug.jpeg
87,23273484,23273484_6843,Not same,23273484_6843_augmented_avant807.jpg,23273484_6843_augmented_apres807.jpg,23273484_6843_aug.jpeg
88,17612135,17612135_1854,Not enough context elements,17612135_1854_augmented_avant321.jpg,17612135_1854_augmented_apres321.jpg,17612135_1854_aug.jpeg
89,9186914,9186914_731,Not enough context elements,9186914_731_augmented_avant180.jpg,9186914_731_augmented_apres180.jpg,9186914_731_aug.jpeg
90,23903887,23903887_8622,Not enough context elements,23903887_8622_augmented_avant480.jpg,23903887_8622_augmented_apres480.jpg,23903887_8622_aug.jpeg
91,24251758,24251758_9346,Not enough context elements,24251758_9346_augmented_avant936.jpg,24251758_9346_augmented_apres936.jpg,24251758_9346_aug.jpeg
92,22659317,22659317_5395,Not enough context elements,22659317_5395_augmented_avant397.jpg,22659317_5395_augmented_apres397.jpg,22659317_5395_aug.jpeg
93,17698220,17698220_2654,Not enough context elements,17698220_2654_augmented_avant376.jpg,17698220_2654_augmented_apres376.jpg,17698220_2654_aug.jpeg
94,24264327,24264327_9476,Not same,24264327_9476_augmented_avant333.jpg,24264327_9476_augmented_apres333.jpg,24264327_9476_aug.jpeg
95,17683820,17683820_2366,Not same,17683820_2366_augmented_avant746.jpg,17683820_2366_augmented_apres746.jpg,17683820_2366_aug.jpeg
96,24266869,24266869_9507,Not same,24266869_9507_augmented_avant299.jpg,24266869_9507_augmented_apres299.jpg,24266869_9507_aug.jpeg
97,24237079,24237079_9255,Not enough context elements,24237079_9255_augmented_avant666.jpg,24237079_9255_augmented_apres666.jpg,24237079_9255_aug.jpeg
98,24531363,24531363_9848,Not same,24531363_9848_augmented_avant528.jpg,24531363_9848_augmented_apres528.jpg,24531363_9848_aug.jpeg
99,21120438,21120438_4892,Not same,21120438_4892_augmented_avant796.jpg,21120438_4892_augmented_apres796.jpg,21120438_4892_aug.jpeg
100,23817442,23817442_7768,Not enough context elements,23817442_7768_augmented_avant880.jpg,23817442_7768_augmented_apres880.jpg,23817442_7768_aug.jpeg
101,23266069,23266069_6640,Not enough context elements,23266069_6640_augmented_avant316.jpg,23266069_6640_augmented_apres316.jpg,23266069_6640_aug.jpeg
102,23970740,23970740_8970,Not enough context elements,23970740_8970_augmented_avant193.jpg,23970740_8970_augmented_apres193.jpg,23970740_8970_aug.jpeg
103,3152096,3152096_105,Not enough context elements,3152096_105_augmented_avant857.jpg,3152096_105_augmented_apres857.jpg,3152096_105_aug.jpeg
104,19922777,19922777_4559,Not enough context elements,19922777_4559_augmented_avant935.jpg,19922777_4559_augmented_apres935.jpg,19922777_4559_aug.jpeg
105,19207418,19207418_4309,Not same,19207418_4309_augmented_avant10.jpg,19207418_4309_augmented_apres10.jpg,19207418_4309_aug.jpeg
106,23252134,23252134_6341,Not same,23252134_6341_augmented_avant676.jpg,23252134_6341_augmented_apres676.jpg,23252134_6341_aug.jpeg
107,24574363,24574363_9965,Not same,24574363_9965_augmented_avant835.jpg,24574363_9965_augmented_apres835.jpg,24574363_9965_aug.jpeg
108,23828435,23828435_8015,Not same,23828435_8015_augmented_avant641.jpg,23828435_8015_augmented_apres641.jpg,23828435_8015_aug.jpeg
