,cosine,braycurtis,chebyshev,canberra,lab_num,euclidean
0,0.4291788339614868,0.524895809834279,0.1676419347569923,0.6754410165531043,0,0.518007645797756
1,0.4419437646865845,0.5303905053573637,0.1601140957193151,0.6661383381395233,0,0.5395300269970904
2,0.490045964717865,0.5755327047999316,0.2224269307016666,0.6836671488598233,0,0.457327675108435
3,0.8571667075157166,0.7878772817254968,0.46913531723983,0.7125483820485013,0,0.7142928219429421
4,0.4821474552154541,0.5765158950536239,0.1745024891573851,0.6158350945816061,0,0.5620094966071133
5,0.5626876056194305,0.6221704005109197,0.1434550508633267,0.6339658210154001,0,0.4261627449494756
6,0.5919915437698364,0.6340414846698732,0.1935488549871161,0.751858307120895,0,0.5385719551921963
7,0.4320719838142395,0.5375920471845201,0.1334360953459433,0.6650580854507534,0,0.4339159477914173
8,0.5932872593402863,0.6141195545562099,0.2620296496912625,0.6962537046760761,0,0.6023752473409291
9,0.6002526879310608,0.6688472744050017,0.2047386919541885,0.7766635175084192,0,0.6307123045371489
10,0.5269370675086975,0.6033563688182233,0.1973213896546325,0.6557654423960998,0,0.48808191526224276
11,0.4942201972007751,0.576613203968001,0.1875729108672094,0.6558141846361628,0,0.532868637572017
12,0.7060531377792358,0.6883477741893397,0.3656290271713271,0.7771592574179714,0,0.7148674929318927
13,0.6555556654930115,0.649433285691925,0.1981943913873239,0.8248412406711131,1,0.7581359160502181
14,0.7524444609880447,0.7341865242501477,0.2504078627979652,0.7502058415147234,0,0.7460791343156223
15,0.6700654625892639,0.6777087635740159,0.2343978501456216,0.7855517348177773,0,0.5396769829687034
16,0.6143249273300171,0.6293388271245424,0.2331820920457573,0.7027768932933108,0,0.5580604927877485
17,0.5885317921638489,0.6237151068702373,0.2008937072934121,0.7327316676051031,0,0.5247614128160266
18,0.4851513504981994,0.5250676794515013,0.3653731523882786,0.5915487948604908,0,0.5187909807447266
19,0.6256269812583923,0.680787976837856,0.2613435285424621,0.7403843276911136,0,0.476306199884061
20,0.3840102553367615,0.5223856717846683,0.1155734120060274,0.4871545540227288,0,0.38517874657096973
21,0.456725001335144,0.5526619439923388,0.155250381895669,0.6232699426297613,0,0.41879976522077966
22,0.5134283006191254,0.5966889749784106,0.1691745307682612,0.6321723394067814,0,0.4152910761570129
23,0.5427111089229584,0.5868152097415683,0.2073208028997324,0.6525935665541865,0,0.5299558239347609
24,0.3724837899208069,0.5011802117094303,0.1373812006893774,0.6432423302536284,0,0.4243669442056086
25,0.5769647359848022,0.6208847304845158,0.1975718130441674,0.6939996006192951,0,0.5171988040635754
26,0.6242010295391083,0.6789435778751001,0.2571291876345554,0.8441907397612173,0,0.5392861452340791
27,0.7264268398284912,0.7184400229862217,0.2683659698609488,0.7681181308389297,0,0.7269395787388145
28,0.6406695246696472,0.6235686604351797,0.2127336229369913,0.7428300409603735,0,0.6865715539058982
29,0.6457847654819489,0.6550375571650033,0.1968258482496074,0.7331110254174275,0,0.510471404302445
30,0.5970252156257629,0.6185015790882266,0.1303244813005156,0.7369837660871347,0,0.5796364689712931
31,0.6489894092082977,0.6920243046895806,0.2477075977653278,0.7259132837086267,0,0.6112221689260123
32,0.6080494523048401,0.6447485235636782,0.2166381835411673,0.7238582515455488,0,0.5897409673590414
33,0.4197860956192016,0.5157007447551749,0.1528566117287072,0.6403590638205224,0,0.42266026356163233
34,0.5285175740718842,0.5745711732684498,0.210422451116393,0.6978669264918852,0,0.563688765137606
35,0.2635418772697449,0.3878015901416642,0.2037159959290745,0.4622420729402813,0,0.36674225638909297
36,0.6375257670879364,0.6255147644079022,0.1776466533761368,0.7576822355779634,0,0.5232007047494576
37,0.6063179969787598,0.6243085081099142,0.1459514605487883,0.7473705056517334,0,0.5359989042530063
38,0.6087749600410461,0.6141163139813306,0.2101023764400896,0.772061589069431,0,0.6251518249253463
39,0.4000506401062011,0.518850194248394,0.1557090047115858,0.6148625622160396,0,0.44126823310812635
40,0.6147767603397369,0.66184942061815,0.156980201536558,0.6985556467740678,0,0.50283036986209
41,0.548933744430542,0.6072486497377092,0.2061824107819218,0.7540699037300288,0,0.5496838180193989
42,0.393000841140747,0.5015225549926712,0.1275096031529108,0.6329450855693332,0,0.42851877307989716
43,0.5018106997013092,0.582787215674981,0.1215306899704653,0.7188969248252969,0,0.451533147675678
44,0.3936976790428161,0.5100032848665774,0.1815098904705528,0.6579680728210807,0,0.4512340114507344
45,0.5315082669258118,0.6163893796797474,0.1795295500938163,0.6427031283885168,0,0.5413493062776183
46,0.464164674282074,0.5592291583963368,0.3607878976922377,0.6875843434925443,0,0.5574314278067958
47,0.582805722951889,0.6316148839377034,0.186006121963589,0.8227225613541357,0,0.6930578991623587
48,0.5044509768486023,0.5917763867652411,0.1710384206183773,0.688173964098412,0,0.5272651344637154
49,0.5672906041145325,0.6256257994420102,0.2095912839616036,0.7210944750754135,0,0.5924960691505596
50,0.367897093296051,0.465944294007476,0.1455388947070887,0.5552354409367061,0,0.3940109172429678
51,0.5665740072727203,0.648818201161557,0.2779400527290905,0.6793306716340956,0,0.5480457905834074
52,0.4759778976440429,0.5502993669552316,0.2481773423974757,0.6485229888962135,0,0.49514379197758385
53,0.4461569190025329,0.5458043080464957,0.0983508171772728,0.6636947233823626,0,0.3961804077849973
54,0.7200056910514832,0.7091368572464063,0.2293994090251372,0.7887667386955596,0,0.6137546548542175
55,0.2382838129997253,0.4018463552392299,0.1163464390755303,0.5164425614792286,0,0.29866749931473563
56,0.5410874783992767,0.6066060298293067,0.1558164993774338,0.6473970349297437,0,0.42114208729445934
57,0.6213825047016144,0.6545357273435598,0.2941380654479216,0.6759452732029311,0,0.533130957976385
58,0.5092184245586395,0.5798141404418149,0.2516581545022755,0.6612334387638797,0,0.5191534229716616
59,0.6502102017402649,0.6584753167953853,0.2510960282193332,0.7403028709231002,0,0.6295265155114994
60,0.455805242061615,0.5404725689283248,0.1955228921901025,0.6230846384843295,0,0.49714168023072036
61,0.7100865542888641,0.6858440455826899,0.3322227903731603,0.7934003882286708,0,0.5215317618581247
62,0.5604070425033569,0.6040781290039499,0.0999444614949215,0.7052973891628948,0,0.4263607144955087
63,0.5561524629592896,0.5949452910630365,0.1245754757721941,0.7440425235096383,0,0.6605534631709729
64,0.627985954284668,0.6605386841066616,0.2063690236634527,0.6825752553560235,1,0.4715374140699772
65,0.642244279384613,0.6735848148440201,0.1761942463899911,0.6612694846598556,0,0.4354373815518966
66,0.6082131266593933,0.6475473741727966,0.1793052398526751,0.7345149172086906,0,0.5378533398763877
67,0.5168956220149994,0.5697036268658197,0.3072928377377388,0.7326327076025535,0,0.666622603435669
68,0.5226699113845825,0.5862357918067402,0.1390194904597085,0.7267690967368613,0,0.5004621107662351
69,0.464389443397522,0.536580791124132,0.1911582242387403,0.6252205658592643,0,0.5358043765866932
70,0.554518073797226,0.5769690486801916,0.3084706064390546,0.6370138267045026,0,0.4985484871040988
71,0.5689968466758728,0.6223362417114664,0.2252931955341113,0.765737940153627,0,0.6228454582023122
72,0.6089609563350677,0.6567866133854235,0.2088189869894463,0.7681064752492391,0,0.6078165518674296
73,0.3927261233329773,0.5434159828387205,0.1270719341308122,0.5690838295514119,0,0.4519715571050025
74,0.6035423278808594,0.6470668578194974,0.187005016815237,0.7292734061632485,0,0.5543836433148086
75,0.4955565333366394,0.5637253448948657,0.1809454765492611,0.7154992876087923,0,0.5159044729024729
76,0.4901639819145202,0.5653459703113775,0.191805942267163,0.6726593631030054,0,0.46466367295861233
77,0.51655712723732,0.5598842637829154,0.1940296484257604,0.5598135010657891,0,0.5314159184816603
78,0.603466808795929,0.6296331553691974,0.2582106564959888,0.6723617039864606,0,0.5440689444155941
79,0.4552682638168335,0.5292854336446469,0.1500881799405705,0.5848701805412856,0,0.44818555087523093
80,0.6354779303073883,0.6542869144719499,0.3400798059673825,0.8232728555992775,0,0.594718417131145
